BUYER_DEA_NO,BUYER_STATE,BUYER_COUNTY,lat,lon,total_dosage_unit,total_records,countyfips,average_population,per_person,linear_per_person,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDRESS1,BUYER_CITY,BUYER_ZIP,BUYER_ADDL_CO_INFO,BUYER_ADDRESS2
BE5276414,LA,EAST BATON ROUGE,30.4098,-91.0153,266600,518,22033,434462.71428571426,0.1,0.2749213623619743,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",15255 GEORGE ONEAL RD #A,BATON ROUGE,70817,DBA: CVS/PHARMACY  # 05343,
BS4617809,LA,IBERIA,29.9863,-91.818,2038400,4931,22045,73613.85714285714,4,12.410542519892106,CHAIN PHARMACY,SUPER ONE PHARMACY,939 S LEWIS,NEW IBERIA,70560,,
AB2369951,LA,IBERIA,30.0113,-91.824700000000007,735360,1690,22045,73613.85714285714,1.4,4.477080793092944,RETAIL PHARMACY,BROUSSARD'S PHARMACY,OF NEW IBERIA INC,NEW IBERIA,70560,,600 W ST PETER STREET
BC5348025,LA,IBERIA,30.001,-91.8008,724300,1675,22045,73613.85714285714,1.4,4.409742809072194,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",185 N. LEWIS ST..,NEW IBERIA,70563,DBA: CVS/PHARMACY  # 05299,
FI0808747,LA,IBERIA,29.9884,-91.8105,645400,861,22045,73613.85714285714,1.3,3.9293660514558093,RETAIL PHARMACY,IBERIA COMPREHENSIVE COMMUNITY HEALTH CENTER,806 JEFFERSON TERRACE BLVD,NEW IBERIA,70560,,
AK8579762,LA,IBERIA,29.9969,-91.8028,499660,1426,22045,73613.85714285714,1,3.042038945562122,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,1108 EAST MAIN STREET,NEW IBERIA,70560,RITE AID #7305,
BE5348025,LA,IBERIA,30.001,-91.8008,357300,653,22045,73613.85714285714,0.7,2.175290717244397,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",185 N. LEWIS ST..,NEW IBERIA,70563,DBA: CVS/PHARMACY  # 05299,
FW0577758,LA,IBERIA,29.9959,-91.803,166280,1108,22045,73613.85714285714,0.3,1.012279712936643,CHAIN PHARMACY,WINN DIXIE PHARMACY #1456,1104 E MAIN ST,NEW IBERIA,70560,,
BW9728758,LA,IBERIA,29.9959,-91.803,49830,431,22045,73613.85714285714,0.1,0.3032825846168968,CHAIN PHARMACY,WINN DIXIE MONTGOMERY,WINN DIXIE PHARMACY # 1456,NEW IBERIA,70560,,1104 E MAIN ST
BW4923620,LA,IBERIA,29.9961,-91.803,17800,159,22045,73613.85714285714,0,0.10827032167072699,CHAIN PHARMACY,"WINN DIXIE PHARMACY, #1456",WINN DIXIE LA INC,NEW IBERIA,70560,,1104 EAST MAIN ST
BW5505815,LA,IBERIA,29.9854,-91.8154,1203600,5263,22045,73613.85714285714,2.3,7.32792506414866,CHAIN PHARMACY,WAL-MART PHARMACY 10-0533,1205 E ADMIRAL DOYLE,NEW IBERIA,70560,,
BE7674941,LA,IBERVILLE,30.2576,-91.0953,349800,1101,22047,33405.42857142857,1.5,4.693077467764349,RETAIL PHARMACY,ELLIOTT PHARMACY #2,6150 HW 74,ST GABRIEL,70776,,PO BOX 74
FC0104428,LA,JEFFERSON,30.016,-90.1901,2121730,5555,22051,432413.71428571426,0.7,2.199048184930445,RETAIL PHARMACY,C'S DISCOUNT PHARMACY,4650 WEST ESPLANADE AVENUE,METAIRIE,70006,,
BC5289853,LA,JEFFERSON,30.0166,-90.198,624100,1588,22051,432413.71428571426,0.2,0.6467697324211091,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",4950 W ESPLANADE AVE,METAIRIE,70006,DBA: CVS/PHARMACY  # 05383,
BE5289853,LA,JEFFERSON,30.0166,-90.198,304700,633,22051,432413.71428571426,0.1,0.31571484053761195,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",4950 W ESPLANADE AVE,METAIRIE,70006,DBA: CVS/PHARMACY  # 05383,
FL3170874,LA,JEFFERSON,30.016,-90.1901,88300,234,22051,432413.71428571426,0,0.09141841410182987,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",4650 WEST ESPLANADE,METAIRIE,70006,DBA CVS/PHARMACY # 10144,
BC5854573,LA,JEFFERSON,30.016,-90.1901,28200,72,22051,432413.71428571426,0,0.02912536775806598,RETAIL PHARMACY,C'S DISCOUNT PHARMACY #2,4650 WEST ESPLANADE,METAIRIE,70006,,
FN3223156,LA,JEFFERSON,30.0157,-90.1874,127430,388,22051,432413.71428571426,0,0.1319762660724036,RETAIL PHARMACY,NOLA DISCOUNT PHARMACY,4305-B CLEARVIEW PKWY,METAIRIE,70006,,
BT7832290,LA,JEFFERSON,30.0034,-90.1842,653080,2199,22051,432413.71428571426,0.2,0.676807211340282,CHAIN PHARMACY,TARGET STORES A DIV.OF TARGET CORP.,ATTN: PHARMACY,METAIRIE,70006,TARGET STORE T-1449,4500 VETERANS BLVD
FH1434531,LA,JEFFERSON,29.8941,-90.1317,141460,409,22051,432413.71428571426,0,0.14651822015232052,RETAIL PHARMACY,HEALTH FIRST PHARMACY,7521 WESTBANK EXPRESSWAY,MARRERO,70072,,SUITE I
BW1235325,LA,JEFFERSON,29.8764,-90.048,1045300,3559,22051,432413.71428571426,0.3,1.0833393018053579,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",1556 LAPALCO BLVD.,HARVEY,70058,DBA: WALGREENS # 03156,
BC5322855,LA,JEFFERSON,29.8758,-90.0492,740600,2087,22051,432413.71428571426,0.2,0.7675208122721657,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1600 LAPALCO BLVD.,HARVEY,70058,DBA: CVS/PHARMACY  # 05599,
BT7831527,LA,JEFFERSON,29.8901,-90.0531,369150,1044,22051,432413.71428571426,0.1,0.38251661818911914,CHAIN PHARMACY,TARGET STORES A DIV.OF TARGET CORP.,ATTN: PHARMACY,HARVEY,70058,TARGET STORE T-1451,1731 MANHATTAN BOULEVARD
BE5322855,LA,JEFFERSON,29.8758,-90.0492,219800,645,22051,432413.71428571426,0.1,0.22771684328993222,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1600 LAPALCO BLVD.,HARVEY,70058,DBA: CVS/PHARMACY  # 05599,
AL3140718,LA,JEFFERSON,29.8892,-90.0577,320500,933,22051,432413.71428571426,0.1,0.33209138183930026,RETAIL PHARMACY,MANHATTAN PHARMACY,1708 MANHATTAN BLVD,HARVEY,70058,,SUITE A
AW8744395,LA,JEFFERSON,29.8758,-90.0975,2812930,6342,22051,432413.71428571426,0.9,2.9154700423815205,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",1891 BARATARIA BLVD.,MARRERO,70072,DBA: WALGREENS # 03199,
BW5506576,LA,JEFFERSON,29.8788,-90.0932,1197780,5475,22051,432413.71428571426,0.4,1.2413832902662083,CHAIN PHARMACY,WAL-MART PHARMACY 10-0911,4810 LAPALCO BLVD,MARRERO,70072,,
BW9568493,LA,JEFFERSON,29.87,-90.0812,169750,1064,22051,432413.71428571426,0.1,0.17584052100198905,CHAIN PHARMACY,"WINN DIXIE MONTGOMERY, LLC.",WINN DIXIE PHARMACY # 1425,HARVEY,70058,,3645 LAPALCO BLVD
BW4818831,LA,JEFFERSON,29.8701,-90.0812,1600,13,22051,432413.71428571426,0,0.0015547349337045897,CHAIN PHARMACY,"WINN DIXIE PHARMACY, #1425",WINN DIXIE LA INC,HARVEY,70058,,3645 LAPALCO BLVD
FA0696217,LA,LAFAYETTE,30.1231,-92.0089,3836440,2903,22055,213874.42857142858,2.6,8.039490131632485,RETAIL PHARMACY,ACKAL'S COMMUNITY PHARMACY,814 FORTUNE ROAD STE. 109,YOUNGSVILLE,70592,,
FC1045853,LA,LAFAYETTE,30.1097,-92.0217,201300,664,22055,213874.42857142858,0.1,0.42173801359797775,RETAIL PHARMACY,CASHWAY PHARMACY OF YOUNGSVILLE,"810 SOUTH ST. BLAISE LN., SUITE A",YOUNGSVILLE,70592,,
BM7856846,LA,LAFAYETTE,30.2348,-92.1831,1995990,2287,22055,213874.42857142858,1.3,4.1826670421127945,RETAIL PHARMACY,MECHE'S FAMILY DRUGS,"DUSON RX, INC",DUSON,70529,,9021 CAMERON STREET
FL2365458,LA,LAFAYETTE,30.2345,-92.1431,151360,579,22055,213874.42857142858,0.1,0.31708439894361956,RETAIL PHARMACY,"LOUISIANA INSTITUTIONAL PHARMACY, LLC",7515 CAMERON STREET,DUSON,70529,,
BK0170869,LA,MOREHOUSE,32.785,-91.9146,469990,1721,22067,28429.571428571428,2.4,7.409293297440489,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,727 NORTH WASHINGTON STREET,BASTROP,71220,RITE AID #7338,
BK3489893,LA,ORLEANS,30.037,-89.9123,110230,400,22071,298219.28571428574,0.1,0.1655605401164299,RETAIL PHARMACY,KEN'S PHARMACY,4626 ALCEE FORTIER,NEW ORLEANS,70129,,SUITE C
BT7670563,LA,ORLEANS,30.0372,-89.9113,181530,355,22071,298219.28571428574,0.1,0.2727170010044488,RETAIL PHARMACY,TIEN'S PHARMACY,4623 ALCEE FORTIER BLVD,NEW ORLEANS,70129,,
FH1087178,LA,ORLEANS,30.0367,-89.9114,11200,36,22071,298219.28571428574,0,0.01672878244825998,RETAIL PHARMACY,HAIYEN PHARMACY LLC,4601 ALCEE FORTIER BLVD.,NEW ORLEANS,70129,,
BW4596752,LA,ORLEANS,30.0227,-90.0606,1163200,3558,22071,298219.28571428574,0.6,1.7480645881004033,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",6201 ELYSIAN FIELDS AVE,NEW ORLEANS,70122,DBA: WALGREENS # 03558,
AS8915742,LA,OUACHITA,32.5143,-92.0835,154900,303,22073,151860.14285714287,0.1,0.4570605057720536,RETAIL PHARMACY,S & S PHARMACY OF MONROE LTD,2951 RENWICK ST,MONROE,71202,,
BC5347984,LA,SAINT MARY,29.697,-91.1958,737400,1759,22101,53812.28571428572,2,6.141563150273471,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",6502 HIGHWAY 182,MORGAN CITY,70380,DBA: CVS/PHARMACY  # 05289,
BE5347984,LA,SAINT MARY,29.697,-91.1958,272200,735,22101,53812.28571428572,0.7,2.2669992839594446,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",6502 HIGHWAY 182,MORGAN CITY,70380,DBA: CVS/PHARMACY  # 05289,
BT8668165,LA,SAINT TAMMANY,30.4422,-90.1399,568180,1881,22103,228431.14285714287,0.4,1.1146918002302362,CHAIN PHARMACY,TARGET STORES A DIV.OF TARGET CORP.,ATTN: PHARMACY,COVINGTON,70433,TARGET STORE T-1876,69320 HIGHWAY 21
FL1036501,LA,SAINT TAMMANY,30.4576,-90.1306,417400,1242,22103,228431.14285714287,0.3,0.8188544637624467,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",70550 HWY 21,COVINGTON,70433,DBA: CVS/PHARMACY  # 07003,
FS3535854,LA,SAINT TAMMANY,30.4431,-90.1342,7200,30,22103,228431.14285714287,0,0.014023084142555283,CHAIN PHARMACY,SAM'S PHARMACY 10-4874,69630 STIRLING BLVD,COVINGTON,70433,,
AM5804580,LA,SAINT TAMMANY,30.3154,-89.9479,182760,555,22103,228431.14285714287,0.1,0.3584799271607614,RETAIL PHARMACY,MULLER HEALTH MART DRUGS,P O BOX 429,LACOMBE,70445,MULLER GEORGE BELTHAZAR III,27395 HIGHWAY 190
BA0282703,LA,TANGIPAHOA,30.4991,-90.4799,463900,1618,22105,117576.28571428571,0.6,1.768250286631291,CHAIN PHARMACY,ALBERTSONS LLC,1711 W THOMAS,HAMMOND,70401,SAV-ON PHARMACY #714,
FR1844302,LA,TANGIPAHOA,30.5047,-90.3436,377560,700,22105,117576.28571428571,0.5,1.4391283232727567,RETAIL PHARMACY,ROBERT PHARMACY,44354 HWY 445,ROBERT,70455,,SUITE B
BD2509187,LA,VERNON,31.1372,-93.2637,3391320,6215,22115,49822.57142857143,9.7,30.507436392266886,RETAIL PHARMACY,DON'S FAMILY PHARMACY,100 EAST FERTITTA BLVD,LEESVILLE,71446,,
BW5546277,LA,VERNON,31.1187,-93.2745,2229060,8389,22115,49822.57142857143,6.4,20.052010927150732,CHAIN PHARMACY,WAL-MART PHARMACY 10-0405,2204 S FIFTH STREET,LEESVILLE,71446,,
AL8804963,LA,VERNON,31.1373,-93.2689,1630880,3092,22115,49822.57142857143,4.7,14.670920289321693,RETAIL PHARMACY,"LEESVILLE DRUG CO, INC",1019 FERTITTA BLVD,LEESVILLE,71446,,
FW0317784,LA,VERNON,31.1211,-93.2693,1406300,3080,22115,49822.57142857143,4,12.650649910098638,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",2008 S. 5TH ST.,LEESVILLE,71446,DBA:  WALGREENS #10538,
FM2244096,LA,VERNON,31.1373,-93.2689,1330130,2022,22115,49822.57142857143,3.8,11.965441989600734,RETAIL PHARMACY,"MAGNOLIA BUSINESS COMPANY, INC",1019 FERTITTA BLVD,LEESVILLE,71446,DBA THRIFTY WAY PHARMACY,
FR2290295,LA,WASHINGTON,30.9604,-90.296,81160,345,22117,46278.42857142857,0.3,0.7859062074024907,RETAIL PHARMACY,RAWLS PHARMACY,36009 HIGHWAY 38,MOUNT HERMON,70450,,
BF3743451,LA,OUACHITA,32.5269,-92.1485,553800,1923,22073,151860.14285714287,0.5,1.6343541231820544,RETAIL PHARMACY,FRED'S PHARMACY #3256,2615 N 7TH STREET,WEST MONROE,71291,,WESTGATE S/C
BM6841820,LA,OUACHITA,32.5279,-92.1486,263700,679,22073,151860.14285714287,0.2,0.7781674137043877,RETAIL PHARMACY,MOCKS PHARMACY & GIFTS INC,711 ARKANSAS RD,WEST MONROE,71291,,
FD2022022,LA,OUACHITA,32.526,-92.1481,151310,394,22073,151860.14285714287,0.1,0.4464651583503892,RETAIL PHARMACY,DRENNAN'S PHARMACY,2601 NORTH 7TH ST,WEST MONROE,71291,,SUITE 500
BC5312842,LA,ASCENSION,30.1018,-90.9944,720100,1983,22005,101895.85714285714,1,3.1672812462793654,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",20 WEST TENTH ST.,DONALDSONVILLE,70346,DBA: CVS/PHARMACY  # 05278,
BE5312842,LA,ASCENSION,30.1018,-90.9944,254100,633,22005,101895.85714285714,0.4,1.1175640386719154,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",20 WEST TENTH ST.,DONALDSONVILLE,70346,DBA: CVS/PHARMACY  # 05278,
AS9038262,LA,ASCENSION,30.2543,-90.8696,2018100,5203,22005,101895.85714285714,2.8,8.876579391074365,RETAIL PHARMACY,ST AMANT PHARMACY,12502 HWY 431,ST. AMANT,70774,,
AW3417222,LA,CALCASIEU,30.2061,-93.2193,3681020,8421,22019,188386.85714285713,2.8,8.757436430298526,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",2636 RYAN ST,LAKE CHARLES,70601,DBA: WALGREENS # 06219,
AG3399335,LA,CALCASIEU,30.2046,-93.2328,1350700,3410,22019,188386.85714285713,1,3.213356040194522,RETAIL PHARMACY,GORDONS DRUG STORE INC # 1,2716 LAKE STREET,LAKE CHARLES,70601,,
BL9972705,LA,CALCASIEU,30.2124,-93.2192,791500,1963,22019,188386.85714285713,0.6,1.8829594619794439,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",2000 RYAN ST.,LAKE CHARLES,70601,DBA: CVS/PHARMACY  # 00266,
BK1372488,LA,CALCASIEU,30.2028,-93.1801,375300,1716,22019,188386.85714285713,0.3,0.8927751703966202,CHAIN PHARMACY,KROGER PHARMACY #391,3009 HIGHWAY 14,LAKE CHARLES,70601,,
BW8021658,LA,CALCASIEU,30.3012,-93.1942,2551120,6840,22019,188386.85714285713,1.9,6.069283544523819,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",120 N HIGHWAY 171,MOSS BLUFF,70611,DBA: WALGREENS # 07197,
BF9202665,LA,CALCASIEU,30.3092,-93.1949,464530,2276,22019,188386.85714285713,0.4,1.1050628790413473,RETAIL PHARMACY,FRED'S PHARMACY #2334,899 HWY 171 NORTH,LAKE CHARLES,70611,,
AL4578021,LA,CALCASIEU,30.213,-93.2039,1013530,3325,22019,188386.85714285713,0.8,2.411192566881257,RETAIL PHARMACY,LAKESHORE MEDIC PHARMACY #1,2001 ENTERPRISE BLVD,LAKE CHARLES,70601,,
BW4422274,LA,EAST BATON ROUGE,30.4014,-91.1063,4769660,7239,22033,434462.71428571426,1.6,4.920285682105973,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",5112 ESSEN LANE,BATON ROUGE,70809,DBA: WALGREENS # 03047,
BW4297102,LA,EAST BATON ROUGE,30.4302,-91.1094,1312300,3696,22033,434462.71428571426,0.4,1.3536672527468014,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",7620 JEFFERSON HIGHWAY,BATON ROUGE,70809,DBA: WALGREENS # 03399,
BN7470456,LA,EAST BATON ROUGE,30.4009,-91.1101,1256890,3225,22033,434462.71428571426,0.4,1.296506202936891,RETAIL PHARMACY,NATIONAL PHARMACY LTC,5344 BRITTANY DRIVE,BATON ROUGE,70808,,
FB1102487,LA,EAST BATON ROUGE,30.4333,-91.1141,805800,1334,22033,434462.71428571426,0.3,0.8311609952351682,RETAIL PHARMACY,BOCAGE PHARMACY CENTRE,7150 JEFFERSON HWY SUITE 680-6E,BATON ROUGE,70806,,
AK3416989,LA,EAST BATON ROUGE,30.4312,-91.1102,891420,2419,22033,434462.71428571426,0.3,0.9194867321910339,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,7570 JEFFERSON HIGHWAY,BATON ROUGE,70806,RITE AID #7316,
FA1261041,LA,EAST BATON ROUGE,30.4252,-91.1334,508320,1466,22033,434462.71428571426,0.2,0.5242801235973386,RETAIL PHARMACY,"AVITA DRUGS, LLC",5551 CORPORATE BLVD,BATON ROUGE,70808,,SUITE 102
BM0838500,LA,EAST BATON ROUGE,30.4045,-91.1085,718150,2113,22033,434462.71428571426,0.2,0.7407411068424837,RETAIL PHARMACY,MEDICAL PLAZA PHARMACY,7777 HENNESSY BLVD,BATON ROUGE,70808,,SUITE 114
BD9140170,LA,EAST BATON ROUGE,30.4248,-91.1067,211600,827,22033,434462.71428571426,0.1,0.21818326924619974,RETAIL PHARMACY,DIABETIC PHARMACY CENTRE,7970 JEFFERSON HWY,BATON ROUGE,70809,,SUITE A
BN7774587,LA,EAST BATON ROUGE,30.4009,-91.1101,800,2,22033,434462.71428571426,0,7.216323588309608e-4,RETAIL PHARMACY,NATIONAL INFUSION SERVICES,"5344 BRITTANY DRIVE, STE A",BATON ROUGE,70808,,
BP5585332,LA,EAST BATON ROUGE,30.4033,-91.1137,500,1,22033,434462.71428571426,0,4.121518509267357e-4,RETAIL PHARMACY,PRESCRIPTION COMPOUNDS,5302 O'DONOVAN DRIVE,BATON ROUGE,70808,,
BM9110177,LA,EAST BATON ROUGE,30.6527,-91.1809,1728580,3706,22033,434462.71428571426,0.6,1.783102405514704,RETAIL PHARMACY,MEDICAL PHARMACY WEST,2250 CHURCH STREET,ZACHARY,70791,,PO BOX 475
FD1109138,LA,EAST BATON ROUGE,30.6501,-91.1582,979000,2841,22033,434462.71428571426,0.3,1.0098344084652071,RETAIL PHARMACY,DRY'S PHARMACY,4344 CHURCH ST.,ZACHARY,70791,,
FL0232366,LA,CALCASIEU,30.2125,-93.359,1247100,2493,22019,188386.85714285713,0.9,2.9668805654036023,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1508 S. BEGLIS PKWY.,SULPHUR,70663,DBA: CVS/PHARMACY  # 05612,
BK3884168,LA,CALCASIEU,30.2123,-93.3584,928130,3750,22019,188386.85714285713,0.7,2.2080168376617153,CHAIN PHARMACY,KROGER PHARMACY,1421 S. BEGLIS,SULPHUR,70663,,
BE5348190,LA,CALCASIEU,30.2125,-93.359,122900,284,22019,188386.85714285713,0.1,0.2922885889561954,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1508 S. BEGLIS PKWY.,SULPHUR,70663,DBA: CVS/PHARMACY  # 05612,
BC5348190,LA,CALCASIEU,30.2125,-93.359,51460,157,22019,188386.85714285713,0,0.12232519205404037,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1508 S. BEGLIS PKWY.,SULPHUR,70663,DBA: CVS/PHARMACY  # 05612,
BW8389959,LA,EAST BATON ROUGE,30.4173,-91.1434,1371800,3233,22033,434462.71428571426,0.5,1.4150475534811393,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",4485 PERKINS ROAD,BATON ROUGE,70808,DBA: WALGREENS # 06448,
BB3309588,LA,EAST BATON ROUGE,30.4247,-91.1585,754500,3348,22033,434462.71428571426,0.2,0.7782398283835456,RETAIL PHARMACY,BOLTON HEALTH MART,2958 PERKINS RD,BATON ROUGE,70808,,
BE5276197,LA,EAST BATON ROUGE,30.4214,-91.1515,160700,401,22033,434462.71428571426,0.1,0.1656747430717829,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",3651 PERKINS RD,BATON ROUGE,70808,DBA: CVS/PHARMACY # 05312,
BC5276197,LA,EAST BATON ROUGE,30.4214,-91.1515,138000,348,22033,434462.71428571426,0,0.14225738464036322,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",3651 PERKINS RD,BATON ROUGE,70808,DBA: CVS/PHARMACY # 05312,
BW9187382,LA,JEFFERSON,30.0021,-90.1251,275730,2019,22051,432413.71428571426,0.1,0.2856877265179973,CHAIN PHARMACY,"WINN DIXIE MONTGOMERY, LLC.",WINN DIXIE PHARMACY # 1329,METAIRIE,70005,,211 VETERANS MEMORIAL BLVD
BC5312765,LA,ORLEANS,29.925,-90.1081,902160,2395,22071,298219.28571428574,0.4,1.3557487038057545,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",4901 PRYTANIA ST,NEW ORLEANS,70115,DBA: CVS/PHARMACY  # 05503,
BE5312765,LA,ORLEANS,29.925,-90.1081,353900,887,22071,298219.28571428574,0.2,0.5317711267164801,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",4901 PRYTANIA ST,NEW ORLEANS,70115,DBA: CVS/PHARMACY  # 05503,
BA6803767,LA,RAPIDES,31.2832,-92.4623,4030830,6261,22079,130994.71428571429,4.4,13.791198314485706,RETAIL PHARMACY,APOTHECARY PHARMACY INC,3311 PRESCOTT RD,ALEXANDRIA,71301,RAY'S APOTHECARY PHARMACY,STE 110
BW9013880,LA,RAPIDES,31.2829,-92.4595,2947730,5535,22079,130994.71428571429,3.2,10.085420805474762,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",3333 MASONIC DRIVE,ALEXANDRIA,71301,DBA: WALGREENS # 01657,
BA2244123,LA,RAPIDES,31.2743,-92.4633,1562060,5049,22079,130994.71428571429,1.7,5.344413769272017,CHAIN PHARMACY,ALBERTSONS LLC,2265 S. MACARTHUR DRIVE,ALEXANDRIA,71301,SAV-ON PHARMACY #3215,
BW5505788,LA,RAPIDES,31.2785,-92.4519,1480830,7573,22079,130994.71428571429,1.6,5.06648900973277,CHAIN PHARMACY,WAL-MART PHARMACY 10-0539,2050 NORTH MALL DRIVE,ALEXANDRIA,71301,,
AK5577107,LA,RAPIDES,31.2775,-92.4613,600890,2151,22079,130994.71428571429,0.7,2.055814223213436,CHAIN PHARMACY,K & B LA CORP/RITE AID #7341,ALEXANDRIA MALL SHOP CTR,ALEXANDRIA,71301,,3437 MASONIC DRIVE
BC6531722,LA,RAPIDES,31.2731,-92.4539,17980,108,22079,130994.71428571429,0,0.061414105239501186,RETAIL PHARMACY,"COMPLETE VITAL CARE, INC",3212 INDUSTRIAL STREET,ALEXANDRIA,71301,,
BC8466751,LA,RAPIDES,31.2833,-92.462,3300,28,22079,130994.71428571429,0,0.011187151281158788,RETAIL PHARMACY,CHRISTUS ST FRANCES CABRINI O,3330 MASONIC DRIVE,ALEXANDRIA,71301,,
BM8495942,LA,RAPIDES,31.276,-92.4638,37930,317,22079,130994.71428571429,0,0.12967212509433299,RETAIL PHARMACY,MEDSOURCE PHARMACY SERVICES,2223 WORLEY DRIVE,ALEXANDRIA,71301,,
FS1475765,LA,RAPIDES,31.2711,-92.4558,179600,778,22079,130994.71428571429,0.2,0.6143896024293717,CHAIN PHARMACY,SAM'S CLUB PHARMACY # 10-8181,3805 NORTH BLVD,ALEXANDRIA,71301,,
FM0512550,LA,LAFAYETTE,30.3214,-92.0404,1044780,2100,22055,213874.42857142858,0.7,2.1893237342359027,RETAIL PHARMACY,MELANCON PHARMACY INC,730 VETERAN'S DRIVE,CARENCRO,70520,DBA MELANCON PHARMACY,
FW1877046,LA,LAFAYETTE,30.2983,-92.0487,546700,979,22055,213874.42857142858,0.4,1.1455537625290007,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",920 W. GLORIA SWITCH RD,LAFAYETTE,70507,DBA: WALGREENS #12428,
AG6199423,LA,LAFAYETTE,30.3172,-92.0472,419130,1268,22055,213874.42857142858,0.3,0.8782197292599485,RETAIL PHARMACY,GUILBEAU'S PHARMACY,208 EAST ST PETER ST,CARENCRO,70520,,PAUL J GUILBEAU
FG1421382,LA,LAFAYETTE,30.317,-92.0473,486700,1174,22055,213874.42857142858,0.3,1.0198185426799522,RETAIL PHARMACY,GUILBEAU'S PHARMACY,208 EAST ST. PETER STREET,CARENCRO,70520,DBA THRIFTY WAY PHARMACY,
AM3422184,LA,LAFAYETTE,30.32,-92.0464,249430,638,22055,213874.42857142858,0.2,0.5225986157868896,RETAIL PHARMACY,MELANCON DRUG STORE,206 N. CHURCH ST,CARENCRO,70520,,
FM0512586,LA,LAFAYETTE,30.3214,-92.0404,159660,509,22055,213874.42857142858,0.1,0.334477771022738,RETAIL PHARMACY,MELANCON PHARMACY SERVICES,730 VETERAN'S DRIVE,CARENCRO,70520,,SUITE A
FF2399346,LA,LAFAYETTE,30.3208,-92.0386,124300,585,22055,213874.42857142858,0.1,0.26037781479169864,RETAIL PHARMACY,FRED'S PHARMACY #2004,812 VETERANS DRIVE,CARENCRO,70520,,
BM7558921,LA,LAFAYETTE,30.32,-92.0464,57710,203,22055,213874.42857142858,0,0.12083267662922959,RETAIL PHARMACY,MELANCON PHARMACY SERVICES,206 N. CHURCH STREET,CARENCRO,70520,,SUITE A
FB3095393,LA,LAFAYETTE,30.3216,-92.0305,38500,149,22055,213874.42857142858,0,0.0805764504075592,CHAIN PHARMACY,SUPER ONE PHARMACY #629,3916 NE EVANGELINE THRUWAY,CARENCRO,70520,ATTN: PHARMACY,
BW5219123,LA,LAFOURCHE,29.7998,-90.8187,2265730,6151,22057,95051.57142857143,3.4,10.68339283018618,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",195 N. CANAL BLVD,THIBODAUX,70301,DBA: WALGREENS # 04140,
BC5312905,LA,LAFOURCHE,29.8008,-90.8169,1244100,2635,22057,95051.57142857143,1.9,5.866146067321029,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",201 N. CANAL BLVD.,THIBODAUX,70301,DBA: CVS/PHARMACY  # 05297,
BW5546001,LA,LAFOURCHE,29.8094,-90.8183,1201490,5653,22057,95051.57142857143,1.8,5.665229018520892,CHAIN PHARMACY,WAL-MART PHARMACY 10-1016,410 N CANAL BLVD,HOUMA-THIBODAUX,70301,,
