BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_COUNTY,BUYER_STATE,avg,linear_average,lat,lon,BUYER_NAME,BUYER_ADDRESS1,BUYER_CITY,BUYER_ZIP,BUYER_ADDL_CO_INFO,BUYER_ADDRESS2
FC0234954,RETAIL PHARMACY,CADDO,LA,0.7,0.04656750089228459,32.8639,-93.9901,COUNTRY DRUG,202 SOUTH AVE.,VIVIAN,71082,,SUITE A
FC0837089,RETAIL PHARMACY,ORLEANS,LA,2.9,0.1834487404908641,29.9667,-90.0386,CBJ VENTURES LLC D/B/A MED-PRO PHARMACY,3601 SAINT CLAUDE AVE,NEW ORLEANS,70117,,
FC0858449,RETAIL PHARMACY,TANGIPAHOA,LA,6.6,0.41235556036902343,30.6236,-90.4979,"CANNONS DISCOUNT PHARMACY, LLC",13351 EAST ALESSI ROAD,INDEPENDENCE,70443,,
FC0996946,RETAIL PHARMACY,ACADIA,LA,4.1,0.25739210506666294,30.2194,-92.376,CARMICHAEL'S LTC OF CROWLEY,1004 N. PARKERSON AVE,CROWLEY,70526,,
FC0996958,RETAIL PHARMACY,ACADIA,LA,15.4,0.9672185290051368,30.2194,-92.3759,CARMICHAEL CASHWAY PHARMACY,1002 NORTH PARKERSON AVE,CROWLEY,70526,,
FC1045613,RETAIL PHARMACY,LIVINGSTON,LA,6.4,0.3986381828923768,30.2938,-90.6402,CHRIS' PHARMACY AND GIFTS LLC,18525 HWY 22,MAUREPAS,70449,,
FC1045853,RETAIL PHARMACY,LAFAYETTE,LA,0.2,0.015625974578636785,30.1097,-92.0217,CASHWAY PHARMACY OF YOUNGSVILLE,"810 SOUTH ST. BLAISE LN., SUITE A",YOUNGSVILLE,70592,,
FC1094185,RETAIL PHARMACY,LAFAYETTE,LA,0,1.356641510944591e-4,30.2013,-92.0167,CARMICHAEL'S PHARMACY,1472 SOUTH COLLEGE RD #102B,LAFAYETTE,70503,,
FC1095113,RETAIL PHARMACY,LAFAYETTE,LA,0.1,0.004840138224851647,30.2013,-92.0167,CARMICHAEL'S PHARMACY,1472 SOUTH COLLEGE RD #102A,LAFAYETTE,70503,,
FC1110698,RETAIL PHARMACY,CALCASIEU,LA,0.6,0.03817147051238638,30.183,-93.248,CARMICHAEL'S PHARMACY I.H.P.,1725 WEST SALE RD,LAKE CHARLES,70605,,
FC1231810,RETAIL PHARMACY,ORLEANS,LA,0.2,0.010091257703355682,29.972,-90.0672,"CLAIBORNE DISCOUNT PHARMACY, LLC",1537 NORTH CLAIBORNE AVE,NEW ORLEANS,70116,,
FC2088602,RETAIL PHARMACY,WASHINGTON,LA,26.9,1.6832269470461994,30.7777,-89.8662,CP'S DRUG STORE,426 AVENUE B,BOGALUSA,70427,,
FC2169236,RETAIL PHARMACY,RAPIDES,LA,2.4,0.15185586945675264,31.2936,-92.4925,CCC PHARMACY LLC,180 WINDERMERE BLVD,ALEXANDRIA,71303,D.B.A. FUSIONCARE PHARMACY,
FC2275178,RETAIL PHARMACY,CALCASIEU,LA,1.5,0.0967269263058077,30.248,-93.2573,CARAWAY PHARMACY,820 MCKINLEY ST,WESTLAKE,70669,ST FRANCIS BUSINESS LLC,
FC2434594,RETAIL PHARMACY,NATCHITOCHES,LA,2.2,0.13683713187982716,31.7517,-93.0794,"CAUSEY'S LTC PHARMACY, LLC",405 BIENVILLE STREET,NATCHITOCHES,71457,DBA PILLS IN A POUCH,SUITE B
FC2468634,RETAIL PHARMACY,RAPIDES,LA,5.9,0.37081287326459406,31.3906,-92.2308,CROSSROADS-HOLLOWAY PHARMACY,12805 HIGHWAY 28 EAST,PINEVILLE,71360,,SUITE A
FC2891465,CHAIN PHARMACY,ALLEN,LA,25.5,1.5988792006776262,30.5483,-92.8146,COUSHATTA FAMILY MEDICAL CENTER PHARMACY,287 PANTHER TRAIL DRIVE,KINDER,70648,,
FC3012969,RETAIL PHARMACY,OUACHITA,LA,0.2,0.012913870125586323,32.5352,-92.1081,COMMUNITY PHARMACY LLC,2123 FORSYTHE AVE,MONROE,71201,,
FC3102263,RETAIL PHARMACY,LAFOURCHE,LA,12.9,0.8104549400962533,29.3919,-90.2678,CLINIC DRUG STORE OF GOLDEN,110 SOUTH BAYOU DRIVE,GOLDEN MEADOW,70357,"MEADOW, INC",PO BOX 550
FC3119939,RETAIL PHARMACY,AVOYELLES,LA,7.3,0.45417689064290506,30.9853,-92.0524,"COTTONPORT CORNER DRUG, LLC",206 CHOUPIQUE LANE,COTTONPORT,71327,,
FC3204497,RETAIL PHARMACY,JEFFERSON,LA,0.4,0.022550632295494994,29.9522,-90.2134,C & G PHARMACY #3901,9311 JEFFERSON HWY,RIVER RIDGE,70123,,
FC3219525,RETAIL PHARMACY,ACADIA,LA,0.3,0.02184523987094921,30.2716,-92.2613,CARE RX EXPRESS,"2400 CHURCH POINT HWY, SUITE A",RAYNE,70578,,
FC3348542,RETAIL PHARMACY,ORLEANS,LA,0,0.0012465395893102376,29.972,-90.0656,CLAIBORNE DISCOUNT PHARMCY,1522 SAINT BERNARD AV,NEW ORLEANS,70116,,SUITE A
FC3620261,RETAIL PHARMACY,LIVINGSTON,LA,0.1,0.0084925992019594,30.3365,-90.8473,CHRIS' PHARMACY IN PORT VINCENT,18590 HWY 16 STE 2,PORT VINCENT,70726,,
FD0079764,RETAIL PHARMACY,OUACHITA,LA,0.8,0.052724207113762675,32.5287,-92.1478,DRENNAN'S MEDICINE CHEST,2713 N. SEVENTH ST.,WEST MONROE,71291,,
FD0104264,RETAIL PHARMACY,WEST BATON ROUGE,LA,152,9.521126783479914,30.3891,-91.239,DANIEL PHARMACY LLC,409 EAST MAIN ST,BRUSLY,70719,,PO BOX 218
FD0770974,RETAIL PHARMACY,IBERVILLE,LA,10.1,0.6350459300488207,30.4226,-91.439,DOC-YOUR-DOSE PHARMACY,17275 HWY 77,GROSSE TETE,70740,,
FD0873150,RETAIL PHARMACY,VERMILION,LA,4.8,0.3005482708239515,29.9525,-91.9923,"DELCAMBRE PHARMACY, INC",510 HWY 14 WEST,DELCAMBRE,70528,,
FD0958198,RETAIL PHARMACY,PLAQUEMINES,LA,99.1,6.206445293844679,29.5065,-89.7216,DELTA DRUGS OF PORT SULPHUR INC.,27136 HIGHWAY 23,PORT SULPHUR,70083,4152236257,
FD1109138,RETAIL PHARMACY,EAST BATON ROUGE,LA,0.4,0.027608694652865577,30.6501,-91.1582,DRY'S PHARMACY,4344 CHURCH ST.,ZACHARY,70791,,
FD2022022,RETAIL PHARMACY,OUACHITA,LA,0.6,0.040305720612610584,32.526,-92.1481,DRENNAN'S PHARMACY,2601 NORTH 7TH ST,WEST MONROE,71291,,SUITE 500
FD2363086,RETAIL PHARMACY,BOSSIER,LA,0.3,0.018397066707152483,32.5345,-93.7094,"DAVID RAINES COMMUNITY HEALTH CENTER, INC PHARMACY",ATTN: PHARMACY,BOSSIER CITY,71111,,1514 DOCTORS DRIVE
FE1022552,RETAIL PHARMACY,JEFFERSON,LA,0,1.7666379725484646e-7,30.0057,-90.1976,PATIO DRUGS EXTENDED CARE PHARMACY,5204 VETERANS BLVD,METAIRIE,70006,,
FE1128152,RETAIL PHARMACY,EAST BATON ROUGE,LA,0.1,0.008585586259257885,30.4794,-91.1406,EXPRESS PHARMACY,3328 N. FOSTER DR.,BATON ROUGE,70805,,
FE1172458,RETAIL PHARMACY,EAST BATON ROUGE,LA,0,1.4831018551084225e-5,30.5081,-91.1364,EARL K LONG MED CTR OUTPATIENT PHARMACY,5439 AIRLINE HWY,BATON ROUGE,70805,,
FE1184768,RETAIL PHARMACY,WEST FELICIANA,LA,260.7,16.33213717450367,30.7866,-91.3675,ELLIOTT PHARMACY,5455 LIVE OAK CENTRE DR,ST FRANCISVILLE,70775,,
FE2113568,RETAIL PHARMACY,EAST FELICIANA,LA,0.2,0.010296639960705616,30.8265,-91.1981,ELMHSO OUTPATIENT PHARMACY,4502 HWY 951 BUILDING 200 NORTH,JACKSON,70748,,
FE3012945,RETAIL PHARMACY,SAINT TAMMANY,LA,1.8,0.11572559064752438,30.3646,-89.7555,EVANS DRUG MART,64288 HIGHWAY 41,PEARL RIVER,70452,,
FE3074628,RETAIL PHARMACY,EVANGELINE,LA,9.3,0.5829210943626463,30.6946,-92.2911,EASTINS PHARMACY,1535 W MAIN ST SUITE #2,VILLE PLATTE,70586,,
FE3522883,RETAIL PHARMACY,IBERVILLE,LA,2,0.1270975523464628,30.2782,-91.2306,ELLIOTT PHARMACY #6,58045 BELLEVIEW DR,PLAQUEMINE,70764,,SUITE A
FF0280103,RETAIL PHARMACY,EAST BATON ROUGE,LA,0.1,0.005637660375148089,30.4523,-91.1112,FRANKLIN  AVENUE PHARMACY,7521 FLORIDA BLVD,BATON ROUGE,70806,,
FF0651061,RETAIL PHARMACY,SAINT TAMMANY,LA,1.2,0.0780970690559897,30.3582,-89.7482,FAMILY DRUG MART #2,61461 HIGHWAY 1090,PEARL RIVER,70452,INSIDE JUBILEE FOOD STORE,
FF0810778,RETAIL PHARMACY,OUACHITA,LA,0.4,0.022945467489325095,32.5227,-92.1014,FRED'S PHARMACY #2363,2279 LOUISVILLE AVE.,MONROE,71201,,
FF0878035,RETAIL PHARMACY,LAFAYETTE,LA,0.3,0.01627255741153603,30.147,-92.0371,FIRST OPTION HOME INFUSION PHARMACY,BUILDING A,LAFAYETTE,70508,4906 AMBASSADOR CAFFERY PARKWAY,SUITE 1
FF0894407,RETAIL PHARMACY,JEFFERSON DAVIS,LA,26.2,1.6396998683502009,30.2387,-92.661,FAMILY DRUG STORE OF JENNINGS,1710 JOHNSON ST.,JENNINGS,70546,,
FF1028617,RETAIL PHARMACY,ACADIA,LA,3.3,0.20743527703184547,30.3939,-92.2084,FRED'S PHARMACY #1684,821 SOUTH MAIN STREET,CHURCH POINT,70525,,
FF1043760,RETAIL PHARMACY,EVANGELINE,LA,15.9,0.9982142120311139,30.7821,-92.4261,FUSELIER'S PHARMACY INC,PO BOX 770,PINE PRAIRIE,70576,,10600 VETERANS MEMORIAL HWY
FF1087243,RETAIL PHARMACY,SAINT MARY,LA,2.4,0.15330752885082066,29.6903,-91.3087,FOURNET'S PHARMACY,516 CHURCH ST,PATTERSON,70392,,
FF1514505,RETAIL PHARMACY,BIENVILLE,LA,196.1,12.281583207783607,32.3277,-93.2792,FRED'S PHARMACY # 2789,2866 BIENVILLE RD.,RINGGOLD,71068,,
FF1555246,RETAIL PHARMACY,LAFAYETTE,LA,2.9,0.18122352724324792,30.1745,-92.0265,"FALCON PHARMACY, LLC",1103 KALISTE SALOOM RD SUITE 103,LAFAYETTE,70508,,
FF1692373,RETAIL PHARMACY,CLAIBORNE,LA,282.6,17.699048415648637,32.8039,-93.0536,FRED'S PHARMACY # 1999,902 WEST MAIN STREET,HOMER,71040,,
FF1782665,RETAIL PHARMACY,ALLEN,LA,112.4,7.0383765159208105,30.7997,-92.6739,FRED'S PHARMACY #2499,739 HWY 165,OAKDALE,71463,,
FF2399346,RETAIL PHARMACY,LAFAYETTE,LA,0.4,0.023323204174419465,30.3208,-92.0386,FRED'S PHARMACY #2004,812 VETERANS DRIVE,CARENCRO,70520,,
FF2940066,RETAIL PHARMACY,TANGIPAHOA,LA,1.5,0.09149343067351999,30.4844,-90.4823,FLOYD'S FAMILY PHARMACY,1625 HWY 51 NORTH,PONCHATOULA,70454,,SUITE K
FF3018327,RETAIL PHARMACY,RAPIDES,LA,1.9,0.11805369515223696,31.3439,-92.3619,FRED'S PHARMACY #2644,4628 HWY 28 EAST,PINEVILLE,71360,,
FF3067471,RETAIL PHARMACY,BOSSIER,LA,2,0.12335852768090028,32.5338,-93.5157,FRED'S PHARMACY #2074,400 W. MCKINLEY AVE.,HAUGHTON,71037,,
FF3154008,RETAIL PHARMACY,RAPIDES,LA,0.5,0.034405308651982505,31.3334,-92.4005,FRIENDS & FAMILY PHARMACY,3003 A HIGHWAY 28 EAST,PINEVILLE,71360,,
FF3196068,RETAIL PHARMACY,EAST BATON ROUGE,LA,0,0.0013976111865034702,30.4087,-91.0257,FAMILY PHARMACY & GIFTS LLC,13707 COURSEY BLVD. STE B,BATON ROUGE,70817,,
FF3451680,RETAIL PHARMACY,SAINT HELENA,LA,153.1,9.587993020216924,30.8306,-90.6698,FRED'S PHARMACY #3924,6216 HWY 10,GREENSBURG,70441,,P.O. BOX 70
FF3585188,RETAIL PHARMACY,SAINT TAMMANY,LA,0,0.0024259688592829275,30.6265,-90.1864,"FOLSOM FAMILY PHARMACY, INC.",82150 HIGHWAY 25,FOLSOM,70437,,
FF3585859,RETAIL PHARMACY,ORLEANS,LA,0,2.881151691439808e-4,30.0229,-90.0515,FRANKLIN AVENUE PHARMACY,6201 FRANKLIN AVENUE,NEW ORLEANS,70122,,
FG0004250,RETAIL PHARMACY,LINCOLN,LA,10.3,0.6471680467531853,32.5174,-92.632,GREEN CLINIC PHARMACY,1200 SOUTH FARMERVILLE STREET,RUSTON,71270,,
FG0787424,RETAIL PHARMACY,NATCHITOCHES,LA,9.8,0.6167362058141629,31.7517,-93.0612,GARDINER'S PHARMACY,1053 PARKWAY DRIVE,NATCHITOCHES,71457,,
FG1261229,RETAIL PHARMACY,GRANT,LA,195.3,12.231205075867729,31.5014,-92.4912,GRANT FAMILY PHARMACY,19479 HWY. 167,BENTLEY,71407,MONTGOMERY PHARMACY DBA GRANT FAMILY PHARMACY,
FG1421382,RETAIL PHARMACY,LAFAYETTE,LA,0.8,0.047242334985656796,30.317,-92.0473,GUILBEAU'S PHARMACY,208 EAST ST. PETER STREET,CARENCRO,70520,DBA THRIFTY WAY PHARMACY,
FG1746330,RETAIL PHARMACY,ORLEANS,LA,0.4,0.02315220651175207,29.94,-90.0224,GENERAL MEYER PHARMACY,3201 GENERAL MEYER AVE STE A,NEW ORLEANS,70114,,
FH0349161,RETAIL PHARMACY,TERREBONNE,LA,1.5,0.09180289523045576,29.5938,-90.7139,HOUMA FAMILY DRUGS,606 LIBERTY STREET,HOUMA,70360,,SUITE A
FH0633594,RETAIL PHARMACY,TERREBONNE,LA,1.2,0.07309002057095154,29.6032,-90.7655,HAYDEL'S DRUG STORE #3,4752 HWY 311,HOUMA,70360,,SUITE #100
FH1087178,RETAIL PHARMACY,ORLEANS,LA,0,7.102489258161242e-4,30.0367,-89.9114,HAIYEN PHARMACY LLC,4601 ALCEE FORTIER BLVD.,NEW ORLEANS,70129,,
FH1220374,RETAIL PHARMACY,VERMILION,LA,2.8,0.17377591252999028,30.0051,-92.2831,HEALTH MART PHARMACY LTC,818 N. CUSHING AVE.,KAPLAN,70548,,SUITE A
FH1434531,RETAIL PHARMACY,JEFFERSON,LA,0.1,0.004798201490972057,29.8941,-90.1317,HEALTH FIRST PHARMACY,7521 WESTBANK EXPRESSWAY,MARRERO,70072,,SUITE I
FH1505950,RETAIL PHARMACY,OUACHITA,LA,0.5,0.03168997894711096,32.491,-92.0551,"HOTBAR, LLC",1470 GARRETT RD. SUITE A,MONROE,71202,DBA MONROE CLINIC DRUGS/ ASPIRE RX,
FH2034786,RETAIL PHARMACY,ORLEANS,LA,0.4,0.02692538075189188,29.9446,-90.1348,H & L PHARMACY,8200 HAMPSON STREET,NEW ORLEANS,70118,,SUITE 400
FH2066644,RETAIL PHARMACY,LIVINGSTON,LA,3.6,0.22373241329430082,30.4332,-90.5565,"HOMETOWN PHARMACY, LLC",27118 HWY 42,SPRINGFIELD,70462,,
FH2389737,RETAIL PHARMACY,VERMILION,LA,7,0.4376063389038013,30.0254,-92.5124,HEALTH MART PHARMACY OF GUEYDAN,200 MAIN STREET,GUEYDAN,70542,,
FH2596318,RETAIL PHARMACY,ORLEANS,LA,0.2,0.01194477879774155,30.0356,-89.9951,H & W DRUGSTORE INC.,8454 MORRISON RD,NEW ORLEANS,70127,,
FH2933150,RETAIL PHARMACY,LAFAYETTE,LA,0.9,0.05735630237539975,30.2225,-92.016,HEALTH MART PHARMACY OF LAFAYETTE,600 JOHNSTON ST.,LAFAYETTE,70501,,
FI0409044,RETAIL PHARMACY,LAFAYETTE,LA,0.1,0.00593906758271863,30.2433,-92.0992,INTRATHECAL COMPOUNDING,206-A JACOBS RUN,SCOTT,70583,"SPECIALISTS, LLC",
FI0808747,RETAIL PHARMACY,IBERIA,LA,7.8,0.48980457725258136,29.9884,-91.8105,IBERIA COMPREHENSIVE COMMUNITY HEALTH CENTER,806 JEFFERSON TERRACE BLVD,NEW IBERIA,70560,,
FI1125651,RETAIL PHARMACY,ORLEANS,LA,0.5,0.03379924228211614,29.968,-90.0672,"IDEAL PHARMACY CARE, INCORPORATED",1400 ESPLANADE AVENUE,NEW ORLEANS,70116,D/B/A ESPLANADE PHARMACY,
FI1757864,RETAIL PHARMACY,CATAHOULA,LA,108.7,6.805828388671445,31.8472,-91.659,ISLAND PHARMACY,PO BOX 38,SICILY ISLAND,71368,,311 CHISUM ST.
FI2905721,RETAIL PHARMACY,CAMERON,LA,46.1,2.886887420734579,29.8081,-93.1657,INSTITUTIONAL PHARMACY SOLUTIONS,5360 W CREOLE HIGHWAY,CAMERON,70631,,
FI2989640,RETAIL PHARMACY,BEAUREGARD,LA,100.8,6.311432753411496,30.8546,-93.2887,"IDEAL HEALTH MART PHARMACY, INC",610 NORTH PINE STREET,DERIDDER,70634,,
FJ0723696,RETAIL PHARMACY,LIVINGSTON,LA,14.1,0.8851281910231601,30.4927,-90.5816,JOHN'S PHARMACY IN ALBANY LLC,29148 S. MONTPELIER AVE,ALBANY,70711,DBA JOHN'S PHARMACY,
FJ0878314,RETAIL PHARMACY,JEFFERSON,LA,1.3,0.08246790682937487,30.0255,-90.2374,JOHN BULL PHARMACY INC.,2124 38TH STREET,KENNER,70065,,
FJ2125094,RETAIL PHARMACY,OUACHITA,LA,0.7,0.04620219477692322,32.5037,-92.1752,J & B LLC DBA HEALTHCARE WAREHOUSE PHARMACY,209 EXPO CIRCLE SUITE B,WEST MONROE,71292,,
FJ2239108,RETAIL PHARMACY,JEFFERSON,LA,0.5,0.029941101342650933,29.9593,-90.1719,JACK'S DISCOUNT PHARMACY LLC,4400 JEFFERSON HIGHWAY,JEFFERSON,70121,,
FK0260783,CHAIN PHARMACY,ORLEANS,LA,0.3,0.019721943560092995,30.0388,-89.9539,K & B LOUISIANA CORPORATION,5661 BULLARD AVENUE,NEW ORLEANS,70128,RITE AID #7276,
FL0063038,CHAIN PHARMACY,CALCASIEU,LA,1.4,0.08553611779573442,30.1693,-93.25,"LOUISIANA CVS PHARMACY, L.L.C.",4828 NELSON RD.,LAKE CHARLES,70605,DBA: CVS/PHARMACY  # 01099,
FL0149597,CHAIN PHARMACY,LAFAYETTE,LA,0.7,0.04542815766692165,30.1507,-92.095,"LOUISIANA CVS PHARMACY, L.L.C.",6800 JOHNSTON ST.,LAFAYETTE,70503,DBA: CVS/PHARMACY  # 01579,
FL0161834,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.4,0.026620120344744085,30.3792,-91.0968,"LOUISIANA CVS PHARMACY, L.L.C.","7777 BLUEBONNET BLVD,, SUITE 100",BATON ROUGE,70810,DBA: CVS/PHARMACY  # 01116,
FL0232291,CHAIN PHARMACY,RAPIDES,LA,3.7,0.23286864268956903,31.3057,-92.4546,"LOUISIANA CVS PHARMACY, L.L.C.",721 BOLTON AVE,ALEXANDRIA,71301,DBA: CVS/PHARMACY  # 05276,
FL0232304,CHAIN PHARMACY,EVANGELINE,LA,3.2,0.2028171671380276,30.6919,-92.2615,"LOUISIANA CVS PHARMACY, L.L.C.",903 TATE COVE RD,VILLE PLATTE,70586,DBA: CVS/PHARMACY # 05298,
FL0232328,CHAIN PHARMACY,RAPIDES,LA,8.5,0.5326736787103327,31.3334,-92.3984,"LOUISIANA CVS PHARMACY, L.L.C.",100 EDGEWOOD DR.,PINEVILLE,71360,DBA: CVS/PHARMACY  # 05544,
FL0232342,CHAIN PHARMACY,RAPIDES,LA,5.1,0.3186818984650142,31.2783,-92.4796,"LOUISIANA CVS PHARMACY, L.L.C.",4443 JACKSON ST,ALEXANDRIA,71303,DBA: CVS/PHARMACY  # 05607,
FL0232366,CHAIN PHARMACY,CALCASIEU,LA,2.1,0.13042358535978157,30.2125,-93.359,"LOUISIANA CVS PHARMACY, L.L.C.",1508 S. BEGLIS PKWY.,SULPHUR,70663,DBA: CVS/PHARMACY  # 05612,
FL0232897,CHAIN PHARMACY,BOSSIER,LA,7.4,0.4653152000104842,32.5558,-93.6136,"LOUISIANA CVS PHARMACY, L.L.C.",998 HWY 80,HAUGHTON,71037,DBA: CVS/PHARMACY  # 04068,
FL0355710,CHAIN PHARMACY,TERREBONNE,LA,9.8,0.6136911860663024,29.6067,-90.742,"LOUISIANA CVS PHARMACY, L.L.C.",7015 PARK AVE,HOUMA,70364,DBA: CVS/PHARMACY  # 05338,
FL0355746,CHAIN PHARMACY,TERREBONNE,LA,9.6,0.5987561518385796,29.5928,-90.6767,"LOUISIANA CVS PHARMACY, L.L.C.",9407 E PARK AVE,HOUMA,70363,DBA: CVS/PHARMACY  # 05611,
FL0355811,CHAIN PHARMACY,CALCASIEU,LA,1.9,0.11915700102703235,30.3022,-93.2012,"LOUISIANA CVS PHARMACY, L.L.C.",366 SAM HOUSTON JONES PKWY,LAKE CHARLES,70611,DBA: CVS/PHARMACY  # 05455,
FL0355835,CHAIN PHARMACY,ST JOHN THE BAPTIST,LA,67.4,4.220828491439924,30.0732,-90.4957,"LOUISIANA CVS PHARMACY, L.L.C.",1500 W AIRLINE HWY,LA PLACE,70068,DBA: CVS/PHARMACY  # 05288,
FL0355873,CHAIN PHARMACY,CADDO,LA,1.4,0.09060979731337389,32.4029,-93.8049,"LOUISIANA CVS PHARMACY, L.L.C.",9194 MANSFIELD RD,SHREVEPORT,71118,DBA: CVS/PHARMACY  # 05327,
FL0355897,CHAIN PHARMACY,ASCENSION,LA,9,0.5653505792402866,30.2469,-90.9201,"LOUISIANA CVS PHARMACY, L.L.C.",1624 N. BURNSIDE,GONZALES,70737,DBA: CVS/PHARMACY  # 05354,
FL0660820,CHAIN PHARMACY,ASCENSION,LA,9.1,0.5716614410075147,30.3198,-90.9774,"LOUISIANA CVS PHARMACY, L.L.C.",17122 AIRLINE HWY.,PRAIRIEVILLE,70769,DBA: CVS/PHARMACY  # 01661,
FL0998596,CHAIN PHARMACY,JEFFERSON,LA,0.3,0.016977700365772494,30.0054,-90.2002,"LOUISIANA CVS PHARMACY, L.L.C.",5300 VETERANS MEMORIAL BLVD.,METAIRIE,70003,DBA: CVS/PHARMACY  # 01017,
FL1036501,CHAIN PHARMACY,SAINT TAMMANY,LA,0.6,0.04062463247103655,30.4576,-90.1306,"LOUISIANA CVS PHARMACY, L.L.C.",70550 HWY 21,COVINGTON,70433,DBA: CVS/PHARMACY  # 07003,
FL1215614,CHAIN PHARMACY,ORLEANS,LA,0.3,0.018819952075699475,29.9535,-90.0705,"LOUISIANA CVS PHARMACY, L.L.C.",800 - B CANAL ST,NEW ORLEANS,70112,DBA: CVS/PHARMACY  # 00763,
FL1555981,CHAIN PHARMACY,JEFFERSON,LA,0.2,0.013621007304827012,29.8817,-90.0206,"LOUISIANA CVS PHARMACY, L.L.C.",2831 BELLE CHASE HWY.,TERRYTOWN,70056,DBA: CVS/PHARMACY  # 08921,
FL1568370,CHAIN PHARMACY,SAINT TAMMANY,LA,0.6,0.03516326917781347,30.3985,-90.1042,"LOUISIANA CVS PHARMACY, L.L.C.",4540 HIGHWAY 22,MANDEVILLE,70471,DBA: CVS/PHARMACY  # 07224,
FL1851345,CHAIN PHARMACY,LAFAYETTE,LA,0.4,0.02222864880085195,30.1087,-92.0138,"LOUISIANA CVS PHARMACY, L.L.C.",2910 E. MILTON AVE,YOUNGSVILLE,70592,DBA: CVS/PHARMACY  # 00016,
FL1897125,CHAIN PHARMACY,SAINT TAMMANY,LA,1.6,0.10236429283945096,30.4582,-90.0812,"LOUISIANA CVS PHARMACY, L.L.C.",1850 N. HIGHWAY 190,COVINGTON,70433,DBA: CVS/PHARMACY  # 08922,
FL1906619,CHAIN PHARMACY,LAFAYETTE,LA,0.4,0.02514988823443823,30.1455,-92.0335,"LOUISIANA CVS PHARMACY, L.L.C.",5044 AMBASSADOR CAFFREY RD.,LAFAYETTE,70508,DBA: CVS/PHARMACY  # 08958,
FL2018693,CHAIN PHARMACY,JEFFERSON,LA,0.4,0.025062636644483965,29.8978,-90.1384,"LOUISIANA CVS PHARMACY, L.L.C.",1203 WESTBANK EXPRESSWAY,WESTWEGO,70094,DBA: CVS/PHARMACY  # 04752,
FL2101474,CHAIN PHARMACY,LAFAYETTE,LA,0.4,0.023626567182207247,30.2,-92.0167,"LOUISIANA CVS PHARMACY, L.L.C.",1326 W. PINHOOK RD.,LAFAYETTE,70503,DBA: CVS/PHARMACY  # 08957,
FL2169224,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.1,0.008267659141164091,30.419,-91.1772,"LOUISIANA CVS PHARMACY, L.L.C.",3200 HIGLAND ROAD,BATON ROUGE,70802,DBA: CVS/PHARMACY  # 04761,
FL2186369,CHAIN PHARMACY,JEFFERSON,LA,0.4,0.02455564493452032,29.9938,-90.1709,"LOUISIANA CVS PHARMACY, L.L.C.",2105 CLEARY AVE.,METAIRIE,70001,DBA: CVS/PHARMACY  # 08999,
FL2272273,CHAIN PHARMACY,JEFFERSON,LA,0.2,0.014805809979080266,29.9639,-90.148,"LOUISIANA CVS PHARMACY, L.L.C.",1801 JEFFERSON HWY.,JEFFERSON,70121,DBA: CVS/PHARMACY  #01939,
FL2304450,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.2,0.013715179702784842,30.4524,-91.1129,"LOUISIANA CVS PHARMACY, L.L.C.",7411 FLORIDA BLVD.,BATON ROUGE,70806,DBA: CVS/PHARMACY  #06124,
FL2306276,CHAIN PHARMACY,ORLEANS,LA,0.3,0.021841931930836053,29.966,-90.111,"LOUISIANA CVS PHARMACY, L.L.C.",3700 S. CARROLLTON AVE.,NEW ORLEANS,70118,DBA: CVS/PHARMACY  #03730,
FL2365458,RETAIL PHARMACY,LAFAYETTE,LA,0.5,0.028374739204902594,30.2345,-92.1431,"LOUISIANA INSTITUTIONAL PHARMACY, LLC",7515 CAMERON STREET,DUSON,70529,,
FL2392304,CHAIN PHARMACY,ORLEANS,LA,0.1,0.0037050763264243223,29.9565,-90.0627,"LOUISIANA CVS PHARMACY, L.L.C.",620 DECATUR ST.,NEW ORLEANS,70130,DBA CVS/PHARMACY # 2728,
FL2894930,RETAIL PHARMACY,EAST BATON ROUGE,LA,0.2,0.010155218916868582,30.4496,-91.1551,LANDRY COLHAM LLC DBA BRENT'S PHARMACY,243 NORTH ACADIAN THRUWAY STE. #1,BATON ROUGE,70806,,
FL3025081,CHAIN PHARMACY,ORLEANS,LA,0.5,0.033312682332587,30.0267,-90.0531,"LOUISIANA CVS PHARMACY, L.L.C.","2585 LEON C, SIMON DR.",NEW ORLEANS,70122,DBA CVS/PHARMACY # 8266,
FL3055197,CHAIN PHARMACY,CADDO,LA,0.7,0.045986045180886906,32.3935,-93.7257,"LOUISIANA CVS PHARMACY, L.L.C.",9510 ELLERBE RD.,SHREVEPORT,71106,DBA CVS/PHARMACY # 4743,
FL3126198,CHAIN PHARMACY,SAINT TAMMANY,LA,0.7,0.042248522739728796,30.3731,-90.0543,"LOUISIANA CVS PHARMACY, L.L.C.",1695 HIGHWAY 59,MANDEVILLE,70448,DBA CVS/PHARMACY # 6360,
FL3164794,CHAIN PHARMACY,ORLEANS,LA,0.4,0.024276109228162295,29.9406,-90.1041,"LOUISIANA CVS PHARMACY, L.L.C.",4401 S CLAIBORNE AVE.,NEW ORLEANS,70125,DBA CVS/PHARMACY # 167,
